"Date","Site","FirstConfirmed"
2022-02-13,"Racine Wastewater Utility",6
2022-02-13,"Rhinelander WWTP",2
2022-02-13,"Rib Mountain MSD WWTF",5
2022-02-13,"River Falls Municipal Utility WWTF",6
2022-02-13,"Sheboygan WWTP",10
2022-02-13,"South Milwaukee WWTF",4
2022-02-13,"Stevens Point WWTF",5
2022-02-13,"Sturgeon Bay Utilities WWTF",2
2022-02-13,"Sun Prairie WWTF",7
2022-02-13,"Superior WWTP",7
2022-02-13,"Waukesha WWTP",12
2022-02-13,"Wausau Water Works WWTF",12
2022-02-13,"Wisconsin Rapids WWTF",2
2021-02-14,"Appleton WWTF",9
2021-02-14,"Baraboo WWTF",2
2021-02-14,"Beloit WWTF",4
2021-02-14,"Columbus WWTF",1
2021-02-14,"De Pere WWTF",1
2021-02-14,"Eau Claire WWTF",12
2021-02-14,"Fox River WPCC",3
2021-02-14,"Grafton Water & Wastewater Utility",1
2021-02-14,"Hartford WPCF",1
2021-02-14,"Heart of the Valley MSD",8
2021-02-14,"Janesville WW Utility",9
2021-02-14,"Kenosha WWTF",3
2021-02-14,"La Crosse WWTP",3
2021-02-14,"Madison MSD WWTF",37
2021-02-14,"Marinette Wastewater Utility",2
2021-02-14,"Marshfield WWTF",1
2021-02-14,"Milwaukee MSD Jones Island",27
2021-02-14,"Milwaukee MSD South Shore",42
2021-02-14,"Monroe WWTF",1
2021-02-14,"Oconomowoc WWTP",6
2021-02-14,"Oshkosh WWTP",6
2021-02-14,"Plymouth Utilities WWTF",1
2021-02-14,"Port Washington WWTP",1
2021-02-14,"Racine Wastewater Utility",5
2021-02-14,"Rhinelander WWTP",2
2021-02-14,"Rib Mountain MSD WWTF",4
2021-02-14,"River Falls Municipal Utility WWTF",2
2021-02-14,"Sheboygan WWTP",8
2021-02-14,"Sparta WWTF",1
2021-02-14,"Spencer WWTP",1
2021-02-14,"Spooner WWTP",1
2021-02-14,"Sun Prairie WWTF",2
2021-02-14,"Waukesha WWTP",7
2021-02-14,"Wausau Water Works WWTF",2
2021-02-14,"Wisconsin Rapids WWTF",2
2022-02-14,"Appleton WWTF",12
2022-02-14,"Ashland Sewage Utility",2
2022-02-14,"Baraboo WWTF",1
2022-02-14,"Beloit WWTF",7
2022-02-14,"Berlin WWTF",1
2022-02-14,"Black River Falls WWTF",1
2022-02-14,"Cedarburg WWTF",1
2022-02-14,"Chippewa Falls WWTF",1
2022-02-14,"Clintonville Wastewater Utility",3
2022-02-14,"Columbus WWTF",1
2022-02-14,"De Pere WWTF",4
2022-02-14,"Eau Claire WWTF",16
2022-02-14,"Fox River WPCC",3
2022-02-14,"Grafton Water & Wastewater Utility",2
2022-02-14,"Green Bay MSD",18
2022-02-14,"Hartford WPCF",3
2022-02-14,"Heart of the Valley MSD",12
2022-02-14,"Hudson WWTF",2
2022-02-14,"Janesville WW Utility",14
2022-02-14,"Kenosha WWTF",25
2022-02-14,"La Crosse WWTP",13
2022-02-14,"Lake Geneva WWTP",2
2022-02-14,"Madison MSD WWTF",101
2022-02-14,"Manitowoc WWTF",8
2022-02-14,"Marinette Wastewater Utility",3
2022-02-14,"Marshfield WWTF",5
2022-02-14,"Menomonie WWTF",3
2022-02-14,"Milwaukee MSD Jones Island",64
2022-02-14,"Milwaukee MSD South Shore",94
2022-02-14,"Monroe WWTF",1
2022-02-14,"New Richmond WWTF",1
2022-02-14,"Oconomowoc WWTP",6
2022-02-14,"Oshkosh WWTP",17
2022-02-14,"Platteville WWTF",2
2022-02-14,"Port Washington WWTP",2
2022-02-14,"Portage WWTF",1
2022-02-14,"Racine Wastewater Utility",19
2022-02-14,"Rhinelander WWTP",1
2022-02-14,"Rib Mountain MSD WWTF",7
2022-02-14,"River Falls Municipal Utility WWTF",1
2022-02-14,"Sheboygan WWTP",3
2022-02-14,"South Milwaukee WWTF",10
2022-02-14,"Sparta WWTF",4
2022-02-14,"Spooner WWTP",4
2022-02-14,"Stevens Point WWTF",2
2022-02-14,"Sturgeon Bay Utilities WWTF",2
2022-02-14,"Sun Prairie WWTF",11
2022-02-14,"Superior WWTP",2
2022-02-14,"Waukesha WWTP",14
2022-02-14,"Waupaca WWTF",2
2022-02-14,"Wausau Water Works WWTF",11
2022-02-14,"Whitewater WWTF",1
2022-02-14,"Wisconsin Rapids WWTF",2
2021-02-15,"Appleton WWTF",4
2021-02-15,"Beloit WWTF",2
2021-02-15,"Burlington WPCC",1
2021-02-15,"Cedarburg WWTF",1
2021-02-15,"Chippewa Falls WWTF",1
2021-02-15,"Clintonville Wastewater Utility",1
2021-02-15,"Columbus WWTF",1
2021-02-15,"De Pere WWTF",9
2021-02-15,"Eau Claire WWTF",5
2021-02-15,"Fox River WPCC",7
2021-02-15,"Grafton Water & Wastewater Utility",1
2021-02-15,"Green Bay MSD",45
2021-02-15,"Hartford WPCF",1
2021-02-15,"Heart of the Valley MSD",7
2021-02-15,"Hudson WWTF",1
2021-02-15,"Janesville WW Utility",11
2021-02-15,"Kenosha WWTF",18
2021-02-15,"La Crosse WWTP",14
2021-02-15,"Madison MSD WWTF",40
2021-02-15,"Manitowoc WWTF",9
2021-02-15,"Marinette Wastewater Utility",3
2021-02-15,"Milwaukee MSD Jones Island",57
2021-02-15,"Milwaukee MSD South Shore",74
2021-02-15,"Monroe WWTF",1
2021-02-15,"Oconomowoc WWTP",1
2021-02-15,"Oshkosh WWTP",6
2021-02-15,"Peshtigo WWTF",1
2021-02-15,"Plymouth Utilities WWTF",2
2021-02-15,"Port Washington WWTP",2
2021-02-15,"Racine Wastewater Utility",7
2021-02-15,"Rhinelander WWTP",1
2021-02-15,"Rib Mountain MSD WWTF",1
2021-02-15,"River Falls Municipal Utility WWTF",3
2021-02-15,"Sheboygan WWTP",16
2021-02-15,"South Milwaukee WWTF",1
2021-02-15,"Sparta WWTF",1
2021-02-15,"Stevens Point WWTF",4
2021-02-15,"Sturgeon Bay Utilities WWTF",1
2021-02-15,"Sun Prairie WWTF",4
2021-02-15,"Superior WWTP",3
2021-02-15,"Viroqua WWTF",1
2021-02-15,"Watertown WWTP",3
2021-02-15,"Waukesha WWTP",4
2021-02-15,"Waupaca WWTF",1
2021-02-15,"Wausau Water Works WWTF",5
2021-02-15,"Whitewater WWTF",1
2021-02-15,"Wisconsin Rapids WWTF",2
2022-02-15,"Appleton WWTF",9
2022-02-15,"Ashland Sewage Utility",2
2022-02-15,"Baraboo WWTF",4
2022-02-15,"Beloit WWTF",12
2022-02-15,"Berlin WWTF",3
2022-02-15,"Burlington WPCC",2
2022-02-15,"Cedarburg WWTF",2
2022-02-15,"Chippewa Falls WWTF",4
2022-02-15,"Columbus WWTF",5
2022-02-15,"De Pere WWTF",6
2022-02-15,"Eau Claire WWTF",34
2022-02-15,"Fox River WPCC",4
2022-02-15,"Grafton Water & Wastewater Utility",4
2022-02-15,"Green Bay MSD",18
2022-02-15,"Hartford WPCF",5
2022-02-15,"Heart of the Valley MSD",8
2022-02-15,"Hudson WWTF",2
2022-02-15,"Janesville WW Utility",32
2022-02-15,"Kenosha WWTF",22
2022-02-15,"La Crosse WWTP",21
2022-02-15,"Lac du Flambeau Tribal Water & Sewer",1
2022-02-15,"Lake Geneva WWTP",2
2022-02-15,"Madison MSD WWTF",158
2022-02-15,"Manitowoc WWTF",3
2022-02-15,"Marinette Wastewater Utility",3
2022-02-15,"Marshfield WWTF",5
2022-02-15,"Mauston WWTF",4
2022-02-15,"Menomonie WWTF",5
2022-02-15,"Merrill WWTP",5
2022-02-15,"Milwaukee MSD Jones Island",62
2022-02-15,"Milwaukee MSD South Shore",100
2022-02-15,"Monroe WWTF",5
2022-02-15,"Oconomowoc WWTP",6
2022-02-15,"Oshkosh WWTP",25
2022-02-15,"Platteville WWTF",4
2022-02-15,"Port Washington WWTP",4
2022-02-15,"Portage WWTF",1
2022-02-15,"Racine Wastewater Utility",16
2022-02-15,"Rhinelander WWTP",5
2022-02-15,"Rib Mountain MSD WWTF",13
2022-02-15,"River Falls Municipal Utility WWTF",6
2022-02-15,"Sheboygan WWTP",14
2022-02-15,"South Milwaukee WWTF",5
2022-02-15,"Sparta WWTF",4
2022-02-15,"Stevens Point WWTF",5
2022-02-15,"Sun Prairie WWTF",22
2022-02-15,"Superior WWTP",9
2022-02-15,"Viroqua WWTF",3
2022-02-15,"Watertown WWTP",1
2022-02-15,"Waukesha WWTP",21
2022-02-15,"Waupaca WWTF",1
2022-02-15,"Wausau Water Works WWTF",20
2022-02-15,"Whitewater WWTF",3
2022-02-15,"Wisconsin Rapids WWTF",11
2021-02-16,"Algoma WWTF",2
2021-02-16,"Appleton WWTF",2
2021-02-16,"Ashland Sewage Utility",1
2021-02-16,"Beloit WWTF",3
2021-02-16,"Burlington WPCC",4
2021-02-16,"Chippewa Falls WWTF",3
2021-02-16,"De Pere WWTF",5
2021-02-16,"Eau Claire WWTF",10
2021-02-16,"Fox River WPCC",1
2021-02-16,"Green Bay MSD",16
2021-02-16,"Hartford WPCF",3
2021-02-16,"Hayward WPCF",1
2021-02-16,"Heart of the Valley MSD",3
2021-02-16,"Hudson WWTF",4
2021-02-16,"Janesville WW Utility",5
2021-02-16,"Kenosha WWTF",9
2021-02-16,"La Crosse WWTP",12
2021-02-16,"Lac du Flambeau Tribal Water & Sewer",1
2021-02-16,"Lake Geneva WWTP",2
2021-02-16,"Madison MSD WWTF",73
2021-02-16,"Manitowoc WWTF",4
2021-02-16,"Marinette Wastewater Utility",2
2021-02-16,"Marshfield WWTF",2
2021-02-16,"Menomonie WWTF",2
2021-02-16,"Milwaukee MSD Jones Island",37
2021-02-16,"Milwaukee MSD South Shore",59
2021-02-16,"Monroe WWTF",13
2021-02-16,"Oconomowoc WWTP",4
2021-02-16,"Oshkosh WWTP",4
2021-02-16,"Platteville WWTF",1
2021-02-16,"Plymouth Utilities WWTF",2
2021-02-16,"Port Washington WWTP",1
2021-02-16,"Racine Wastewater Utility",6
2021-02-16,"Rib Mountain MSD WWTF",3
2021-02-16,"River Falls Municipal Utility WWTF",1
2021-02-16,"Sheboygan WWTP",15
2021-02-16,"South Milwaukee WWTF",1
2021-02-16,"Spooner WWTP",1
2021-02-16,"Stevens Point WWTF",1
2021-02-16,"Sturgeon Bay Utilities WWTF",2
2021-02-16,"Sun Prairie WWTF",2
2021-02-16,"Watertown WWTP",3
2021-02-16,"Waukesha WWTP",12
2021-02-16,"Wausau Water Works WWTF",3
2021-02-16,"Whitewater WWTF",1
2021-02-16,"Wisconsin Rapids WWTF",2
2022-02-16,"Algoma WWTF",1
2022-02-16,"Appleton WWTF",23
2022-02-16,"Ashland Sewage Utility",1
2022-02-16,"Baraboo WWTF",4
2022-02-16,"Beloit WWTF",13
2022-02-16,"Berlin WWTF",3
2022-02-16,"Black River Falls WWTF",1
2022-02-16,"Cedarburg WWTF",6
2022-02-16,"Chippewa Falls WWTF",6
2022-02-16,"Columbus WWTF",2
2022-02-16,"De Pere WWTF",8
2022-02-16,"Eau Claire WWTF",29
2022-02-16,"Fox River WPCC",6
2022-02-16,"Grafton Water & Wastewater Utility",1
2022-02-16,"Green Bay MSD",31
2022-02-16,"Hartford WPCF",6
2022-02-16,"Heart of the Valley MSD",10
2022-02-16,"Hudson WWTF",6
2022-02-16,"Janesville WW Utility",15
2022-02-16,"Kenosha WWTF",22
2022-02-16,"La Crosse WWTP",15
2022-02-16,"Lake Geneva WWTP",1
2022-02-16,"Lodi WWTF",1
2022-02-16,"Madison MSD WWTF",128
2022-02-16,"Manitowoc WWTF",4
2022-02-16,"Marinette Wastewater Utility",3
2022-02-16,"Marshfield WWTF",7
2022-02-16,"Mauston WWTF",1
2022-02-16,"Menomonie WWTF",5
2022-02-16,"Merrill WWTP",3
2022-02-16,"Milwaukee MSD Jones Island",64
2022-02-16,"Milwaukee MSD South Shore",119
2022-02-16,"Monroe WWTF",6
2022-02-16,"New Richmond WWTF",3
2022-02-16,"Oconomowoc WWTP",5
2022-02-16,"Oshkosh WWTP",20
2022-02-16,"Platteville WWTF",6
2022-02-16,"Port Washington WWTP",1
2022-02-16,"Portage WWTF",2
2022-02-16,"Racine Wastewater Utility",35
2022-02-16,"Rhinelander WWTP",2
2022-02-16,"Rib Mountain MSD WWTF",14
2022-02-16,"River Falls Municipal Utility WWTF",4
2022-02-16,"Sheboygan WWTP",16
2022-02-16,"South Milwaukee WWTF",4
2022-02-16,"Sparta WWTF",3
2022-02-16,"Spencer WWTP",2
2022-02-16,"Stevens Point WWTF",3
2022-02-16,"Sturgeon Bay Utilities WWTF",1
2022-02-16,"Sun Prairie WWTF",9
2022-02-16,"Superior WWTP",14
2022-02-16,"Viroqua WWTF",1
2022-02-16,"Washburn WWTP",1
2022-02-16,"Watertown WWTP",4
2022-02-16,"Waukesha WWTP",14
2022-02-16,"Waupaca WWTF",2
2022-02-16,"Wausau Water Works WWTF",8
2022-02-16,"Whitewater WWTF",3
2022-02-16,"Wisconsin Rapids WWTF",4
2021-02-17,"Appleton WWTF",11
2021-02-17,"Baraboo WWTF",3
2021-02-17,"Beloit WWTF",6
2021-02-17,"Berlin WWTF",2
2021-02-17,"Burlington WPCC",1
2021-02-17,"Cedarburg WWTF",2
2021-02-17,"Chippewa Falls WWTF",1
2021-02-17,"Clintonville Wastewater Utility",1
2021-02-17,"De Pere WWTF",9
2021-02-17,"Eau Claire WWTF",9
2021-02-17,"Fox River WPCC",3
2021-02-17,"Grafton Water & Wastewater Utility",1
2021-02-17,"Green Bay MSD",15
2021-02-17,"Hartford WPCF",1
2021-02-17,"Hayward WPCF",2
2021-02-17,"Heart of the Valley MSD",7
2021-02-17,"Hudson WWTF",1
2021-02-17,"Janesville WW Utility",5
2021-02-17,"Kenosha WWTF",18
2021-02-17,"La Crosse WWTP",4
2021-02-17,"Madison MSD WWTF",133
2021-02-17,"Manitowoc WWTF",6
2021-02-17,"Marinette Wastewater Utility",2
2021-02-17,"Merrill WWTP",1
2021-02-17,"Milwaukee MSD Jones Island",36
2021-02-17,"Milwaukee MSD South Shore",52
2021-02-17,"Monroe WWTF",5
2021-02-17,"New Richmond WWTF",1
2021-02-17,"Oconomowoc WWTP",3
2021-02-17,"Oshkosh WWTP",7
2021-02-17,"Plymouth Utilities WWTF",1
2021-02-17,"Racine Wastewater Utility",4
2021-02-17,"Rhinelander WWTP",1
2021-02-17,"Rib Mountain MSD WWTF",5
2021-02-17,"River Falls Municipal Utility WWTF",3
2021-02-17,"Sheboygan WWTP",1
2021-02-17,"South Milwaukee WWTF",1
2021-02-17,"Spooner WWTP",1
2021-02-17,"Stevens Point WWTF",7
2021-02-17,"Sturgeon Bay Utilities WWTF",1
2021-02-17,"Sun Prairie WWTF",5
2021-02-17,"Superior WWTP",2
2021-02-17,"Watertown WWTP",1
2021-02-17,"Waukesha WWTP",6
2021-02-17,"Waupaca WWTF",3
2021-02-17,"Wausau Water Works WWTF",5
2021-02-17,"Whitewater WWTF",2
2021-02-17,"Wisconsin Rapids WWTF",6
2022-02-17,"Appleton WWTF",20
2022-02-17,"Ashland Sewage Utility",5
2022-02-17,"Beloit WWTF",11
2022-02-17,"Black River Falls WWTF",9
2022-02-17,"Burlington WPCC",4
2022-02-17,"Cedarburg WWTF",2
2022-02-17,"Chippewa Falls WWTF",7
2022-02-17,"Clintonville Wastewater Utility",1
2022-02-17,"Columbus WWTF",4
2022-02-17,"De Pere WWTF",13
2022-02-17,"Eau Claire WWTF",17
2022-02-17,"Fox River WPCC",2
2022-02-17,"Grafton Water & Wastewater Utility",1
2022-02-17,"Green Bay MSD",19
2022-02-17,"Hartford WPCF",5
2022-02-17,"Heart of the Valley MSD",11
2022-02-17,"Hudson WWTF",3
2022-02-17,"Janesville WW Utility",13
2022-02-17,"Kenosha WWTF",18
2022-02-17,"La Crosse WWTP",8
2022-02-17,"Lake Geneva WWTP",1
2022-02-17,"Lodi WWTF",1
2022-02-17,"Madison MSD WWTF",112
2022-02-17,"Manitowoc WWTF",5
2022-02-17,"Marinette Wastewater Utility",3
2022-02-17,"Marshfield WWTF",2
2022-02-17,"Mauston WWTF",1
2022-02-17,"Menomonie WWTF",2
2022-02-17,"Merrill WWTP",5
2022-02-17,"Milwaukee MSD Jones Island",48
2022-02-17,"Milwaukee MSD South Shore",90
2022-02-17,"Monroe WWTF",4
2022-02-17,"New Richmond WWTF",3
2022-02-17,"Oconomowoc WWTP",8
2022-02-17,"Oshkosh WWTP",25
2022-02-17,"Plymouth Utilities WWTF",2
2022-02-17,"Port Washington WWTP",1
2022-02-17,"Portage WWTF",1
2022-02-17,"Racine Wastewater Utility",15
2022-02-17,"Rib Mountain MSD WWTF",8
2022-02-17,"River Falls Municipal Utility WWTF",2
2022-02-17,"Sheboygan WWTP",8
2022-02-17,"South Milwaukee WWTF",7
2022-02-17,"Sparta WWTF",1
2022-02-17,"Spooner WWTP",1
2022-02-17,"Stevens Point WWTF",2
2022-02-17,"Sturgeon Bay Utilities WWTF",1
2022-02-17,"Sun Prairie WWTF",12
2022-02-17,"Superior WWTP",9
2022-02-17,"Viroqua WWTF",1
2022-02-17,"Washburn WWTP",1
2022-02-17,"Watertown WWTP",1
2022-02-17,"Waukesha WWTP",10
2022-02-17,"Waupaca WWTF",1
2022-02-17,"Wausau Water Works WWTF",7
2022-02-17,"Whitewater WWTF",3
2022-02-17,"Wisconsin Rapids WWTF",3
2021-02-18,"Algoma WWTF",1
2021-02-18,"Appleton WWTF",10
2021-02-18,"Beloit WWTF",2
2021-02-18,"Chippewa Falls WWTF",1
2021-02-18,"Clintonville Wastewater Utility",1
2021-02-18,"Columbus WWTF",1
2021-02-18,"De Pere WWTF",6
2021-02-18,"Eau Claire WWTF",8
2021-02-18,"Fox River WPCC",5
2021-02-18,"Grafton Water & Wastewater Utility",1
2021-02-18,"Green Bay MSD",12
2021-02-18,"Hartford WPCF",3
2021-02-18,"Heart of the Valley MSD",6
2021-02-18,"Janesville WW Utility",9
2021-02-18,"Kenosha WWTF",10
2021-02-18,"La Crosse WWTP",9
2021-02-18,"Lake Geneva WWTP",2
2021-02-18,"Madison MSD WWTF",128
2021-02-18,"Manitowoc WWTF",4
2021-02-18,"Marshfield WWTF",1
2021-02-18,"Mauston WWTF",1
2021-02-18,"Menomonie WWTF",1
2021-02-18,"Merrill WWTP",3
2021-02-18,"Milwaukee MSD Jones Island",56
2021-02-18,"Milwaukee MSD South Shore",58
2021-02-18,"Monroe WWTF",9
2021-02-18,"Oconomowoc WWTP",5
2021-02-18,"Oshkosh WWTP",4
2021-02-18,"Platteville WWTF",1
2021-02-18,"Plymouth Utilities WWTF",1
2021-02-18,"Port Washington WWTP",5
2021-02-18,"Portage WWTF",1
2021-02-18,"Racine Wastewater Utility",8
2021-02-18,"Rib Mountain MSD WWTF",9
2021-02-18,"River Falls Municipal Utility WWTF",3
2021-02-18,"Sheboygan WWTP",5
2021-02-18,"South Milwaukee WWTF",3
2021-02-18,"Sparta WWTF",1
2021-02-18,"Spooner WWTP",1
2021-02-18,"Stevens Point WWTF",3
2021-02-18,"Sun Prairie WWTF",3
2021-02-18,"Superior WWTP",1
2021-02-18,"Watertown WWTP",1
2021-02-18,"Waukesha WWTP",8
2021-02-18,"Waupaca WWTF",1
2021-02-18,"Wausau Water Works WWTF",4
2021-02-18,"Whitewater WWTF",3
2021-02-18,"Wisconsin Rapids WWTF",4
2022-02-18,"Appleton WWTF",11
2022-02-18,"Baraboo WWTF",1
2022-02-18,"Beloit WWTF",9
2022-02-18,"Berlin WWTF",2
2022-02-18,"Black River Falls WWTF",3
2022-02-18,"Cedarburg WWTF",2
2022-02-18,"Chippewa Falls WWTF",4
2022-02-18,"Clintonville Wastewater Utility",1
2022-02-18,"Columbus WWTF",2
2022-02-18,"De Pere WWTF",12
2022-02-18,"Eau Claire WWTF",14
2022-02-18,"Grafton Water & Wastewater Utility",1
2022-02-18,"Green Bay MSD",12
2022-02-18,"Hartford WPCF",4
2022-02-18,"Heart of the Valley MSD",9
2022-02-18,"Hudson WWTF",3
2022-02-18,"Janesville WW Utility",14
2022-02-18,"Kenosha WWTF",20
2022-02-18,"La Crosse WWTP",6
2022-02-18,"Lac du Flambeau Tribal Water & Sewer",1
2022-02-18,"Lodi WWTF",2
2022-02-18,"Madison MSD WWTF",98
2022-02-18,"Manitowoc WWTF",1
2022-02-18,"Marinette Wastewater Utility",2
2022-02-18,"Marshfield WWTF",5
2022-02-18,"Mauston WWTF",1
2022-02-18,"Menomonie WWTF",9
2022-02-18,"Merrill WWTP",8
2022-02-18,"Milwaukee MSD Jones Island",45
2022-02-18,"Milwaukee MSD South Shore",68
2022-02-18,"Monroe WWTF",3
2022-02-18,"New Richmond WWTF",2
2022-02-18,"Oconomowoc WWTP",5
2022-02-18,"Oshkosh WWTP",9
2022-02-18,"Platteville WWTF",2
2022-02-18,"Plymouth Utilities WWTF",1
2022-02-18,"Port Washington WWTP",3
2022-02-18,"Portage WWTF",11
2022-02-18,"Racine Wastewater Utility",12
2022-02-18,"Red Cliff WWTP",1
2022-02-18,"Rhinelander WWTP",2
2022-02-18,"Rib Mountain MSD WWTF",12
2022-02-18,"River Falls Municipal Utility WWTF",3
2022-02-18,"Sheboygan WWTP",11
2022-02-18,"South Milwaukee WWTF",2
2022-02-18,"Sparta WWTF",1
2022-02-18,"Stevens Point WWTF",5
2022-02-18,"Sturgeon Bay Utilities WWTF",1
2022-02-18,"Sun Prairie WWTF",10
2022-02-18,"Superior WWTP",9
2022-02-18,"Viroqua WWTF",2
2022-02-18,"Washburn WWTP",1
2022-02-18,"Waukesha WWTP",9
2022-02-18,"Waupaca WWTF",2
2022-02-18,"Wausau Water Works WWTF",9
2022-02-18,"Whitewater WWTF",2
2022-02-18,"Wisconsin Rapids WWTF",3
2021-02-19,"Appleton WWTF",11
2021-02-19,"Baraboo WWTF",2
2021-02-19,"Cedarburg WWTF",3
2021-02-19,"Chippewa Falls WWTF",2
2021-02-19,"Clintonville Wastewater Utility",1
2021-02-19,"De Pere WWTF",6
2021-02-19,"Eau Claire WWTF",13
2021-02-19,"Fox River WPCC",6
2021-02-19,"Grafton Water & Wastewater Utility",2
2021-02-19,"Green Bay MSD",14
2021-02-19,"Hartford WPCF",1
2021-02-19,"Heart of the Valley MSD",6
2021-02-19,"Hudson WWTF",1
2021-02-19,"Janesville WW Utility",6
2021-02-19,"Kenosha WWTF",9
2021-02-19,"La Crosse WWTP",4
2021-02-19,"Lodi WWTF",1
2021-02-19,"Madison MSD WWTF",86
2021-02-19,"Manitowoc WWTF",2
2021-02-19,"Mauston WWTF",1
2021-02-19,"Merrill WWTP",2
2021-02-19,"Milwaukee MSD Jones Island",32
2021-02-19,"Milwaukee MSD South Shore",49
2021-02-19,"Monroe WWTF",12
2021-02-19,"New Richmond WWTF",2
2021-02-19,"Oconomowoc WWTP",4
2021-02-19,"Oshkosh WWTP",5
2021-02-19,"Peshtigo WWTF",1
2021-02-19,"Platteville WWTF",1
2021-02-19,"Plymouth Utilities WWTF",2
2021-02-19,"Portage WWTF",4
2021-02-19,"Racine Wastewater Utility",18
2021-02-19,"Rhinelander WWTP",4
2021-02-19,"Rib Mountain MSD WWTF",9
2021-02-19,"River Falls Municipal Utility WWTF",1
2021-02-19,"Sheboygan WWTP",5
2021-02-19,"South Milwaukee WWTF",2
2021-02-19,"Sparta WWTF",2
2021-02-19,"Spooner WWTP",1
2021-02-19,"Stevens Point WWTF",3
2021-02-19,"Sun Prairie WWTF",5
2021-02-19,"Superior WWTP",1
2021-02-19,"Waukesha WWTP",15
2021-02-19,"Waupaca WWTF",1
2021-02-19,"Wausau Water Works WWTF",4
2021-02-19,"Whitewater WWTF",1
2021-02-19,"Wisconsin Rapids WWTF",2
2022-02-19,"Appleton WWTF",7
2022-02-19,"Ashland Sewage Utility",5
2022-02-19,"Beloit WWTF",4
2022-02-19,"Black River Falls WWTF",1
2022-02-19,"Cedarburg WWTF",5
2022-02-19,"Chippewa Falls WWTF",4
2022-02-19,"Columbus WWTF",1
2022-02-19,"De Pere WWTF",3
2022-02-19,"Eau Claire WWTF",11
2022-02-19,"Fox River WPCC",4
2022-02-19,"Green Bay MSD",8
2022-02-19,"Hartford WPCF",2
2022-02-19,"Heart of the Valley MSD",4
2022-02-19,"Hudson WWTF",5
2022-02-19,"Janesville WW Utility",11
2022-02-19,"Kenosha WWTF",9
2022-02-19,"La Crosse WWTP",3
2022-02-19,"Lake Geneva WWTP",4
2022-02-19,"Lodi WWTF",1
2022-02-19,"Madison MSD WWTF",66
2022-02-19,"Manitowoc WWTF",2
2022-02-19,"Marinette Wastewater Utility",2
2022-02-19,"Marshfield WWTF",9
2022-02-19,"Menomonie WWTF",6
2022-02-19,"Merrill WWTP",1
2022-02-19,"Milwaukee MSD Jones Island",26
2022-02-19,"Milwaukee MSD South Shore",52
2022-02-19,"Monroe WWTF",4
2022-02-19,"Oconomowoc WWTP",4
2022-02-19,"Oshkosh WWTP",10
2022-02-19,"Peshtigo WWTF",1
2022-02-19,"Port Washington WWTP",1
2022-02-19,"Portage WWTF",3
2022-02-19,"Racine Wastewater Utility",14
2022-02-19,"Rib Mountain MSD WWTF",1
2022-02-19,"River Falls Municipal Utility WWTF",1
2022-02-19,"Sheboygan WWTP",6
2022-02-19,"South Milwaukee WWTF",2
2022-02-19,"Sparta WWTF",2
2022-02-19,"Spooner WWTP",2
2022-02-19,"Stevens Point WWTF",3
2022-02-19,"Sturgeon Bay Utilities WWTF",1
2022-02-19,"Sun Prairie WWTF",5
2022-02-19,"Superior WWTP",6
2022-02-19,"Viroqua WWTF",2
2022-02-19,"Waukesha WWTP",8
2022-02-19,"Waupaca WWTF",2
2022-02-19,"Wausau Water Works WWTF",6
2022-02-19,"Whitewater WWTF",1
2022-02-19,"Wisconsin Rapids WWTF",4
2021-02-02,"Algoma WWTF",1
2021-02-02,"Appleton WWTF",8
2021-02-02,"Ashland Sewage Utility",1
2021-02-02,"Baraboo WWTF",3
2021-02-02,"Beloit WWTF",2
2021-02-02,"Berlin WWTF",1
2021-02-02,"Black River Falls WWTF",2
2021-02-02,"Burlington WPCC",3
2021-02-02,"Cedarburg WWTF",4
2021-02-02,"Chippewa Falls WWTF",3
2021-02-02,"Clintonville Wastewater Utility",1
2021-02-02,"De Pere WWTF",14
2021-02-02,"Eau Claire WWTF",28
2021-02-02,"Fox River WPCC",8
2021-02-02,"Grafton Water & Wastewater Utility",10
2021-02-02,"Green Bay MSD",29
2021-02-02,"Hartford WPCF",1
2021-02-02,"Hayward WPCF",2
2021-02-02,"Heart of the Valley MSD",12
2021-02-02,"Hudson WWTF",1
2021-02-02,"Janesville WW Utility",7
2021-02-02,"Kenosha WWTF",19
2021-02-02,"La Crosse WWTP",25
2021-02-02,"Lac du Flambeau Tribal Water & Sewer",2
2021-02-02,"Madison MSD WWTF",65
2021-02-02,"Manitowoc WWTF",11
2021-02-02,"Marshfield WWTF",6
2021-02-02,"Menomonie WWTF",5
2021-02-02,"Milwaukee MSD Jones Island",119
2021-02-02,"Milwaukee MSD South Shore",140
2021-02-02,"Monroe WWTF",11
2021-02-02,"New Richmond WWTF",1
2021-02-02,"Oconomowoc WWTP",5
2021-02-02,"Oshkosh WWTP",4
2021-02-02,"Plymouth Utilities WWTF",2
2021-02-02,"Port Washington WWTP",1
2021-02-02,"Racine Wastewater Utility",13
2021-02-02,"Rhinelander WWTP",1
2021-02-02,"Rib Mountain MSD WWTF",3
2021-02-02,"River Falls Municipal Utility WWTF",2
2021-02-02,"Sheboygan WWTP",9
2021-02-02,"South Milwaukee WWTF",6
2021-02-02,"Sparta WWTF",4
2021-02-02,"Stevens Point WWTF",6
2021-02-02,"Sturgeon Bay Utilities WWTF",4
2021-02-02,"Sun Prairie WWTF",2
2021-02-02,"Superior WWTP",4
